ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#127,Pinsir-Mega,Kailios,Stag Beetle Pokémon,"['HP: 65', 'Attack: 155', 'Defense: 120', 'Sp.Atk: 65', 'Sp.Def: 90', 'Speed: 105', 'Total: 600']",Bug/Flying,"['Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x']","['Flying 2x', 'Rock 4x', 'Electric 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/7/74/127Pinsir-Mega.png/110px-127Pinsir-Mega.png,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.","['Hyper Cutter or Mold Breaker (Pinsir)', 'Moxie (Hidden Ability)', 'Aerilate (Mega Pinsir)']",
#130,Gyarados-Mega,Gyarados,Atrocious Pokémon,"['HP: 95', 'Attack: 155', 'Defense: 109', 'Sp.Atk: 70', 'Sp.Def: 130', 'Speed: 81', 'Total: 640']",Water/Dark,"['Ghost 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Grass 2x', 'Electric 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/3/30/130Gyarados-Mega.png/110px-130Gyarados-Mega.png,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.","['Intimidate (Gyarados)', 'Moxie (Hidden Ability)', 'Mold Breaker (Mega Gyarados)']",
#142,Aerodactyl-Mega,Ptera,Fossil Pokémon,"['HP: 80', 'Attack: 135', 'Defense: 85', 'Sp.Atk: 70', 'Sp.Def: 95', 'Speed: 150', 'Total: 615']",Rock/Flying,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Bug 0.5x', 'Fire 0.5x']","['Rock 2x', 'Electric 2x', 'Steel 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a5/142Aerodactyl-Mega.png/110px-142Aerodactyl-Mega.png,"A ferocious, prehistoric Pokémon that goes for the enemy's throat with its serrated saw-like fangs.","['Rock Head or Pressure (Aerodactyl)', 'Unnerve (Hidden Ability)', 'Tough Claws (Mega Aerodactyl)']",
#150,Mewtwo-Mega Y,Mewtwo,Genetic Pokémon,"['HP: 106', 'Attack: 150', 'Defense: 70', 'Sp.Atk: 194', 'Sp.Def: 120', 'Speed: 140', 'Total: 780']",Psychic,"['Psychic 0.5x', 'Fighting 0.5x']","['Bug 2x', 'Dark 2x', 'Ghost 2x']",https://cdn.bulbagarden.net/upload/thumb/5/5f/150Mewtwo-Mega_Y.png/110px-150Mewtwo-Mega_Y.png,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,"['Pressure (Mewtwo)', 'Unnerve (Hidden Ability)', 'Steadfast (Mega Mewtwo X)', 'Insomnia (Mega Mewtwo Y)']",
#150,Mewtwo-Mega X,Mewtwo,Genetic Pokémon,"['HP: 106', 'Attack: 190', 'Defense: 100', 'Sp.Atk: 154', 'Sp.Def: 100', 'Speed: 130', 'Total: 780']",Fighting/Psychic,"['Rock 0.5x', 'Fighting 0.5x']","['Flying 2x', 'Fairy 2x', 'Ghost 2x']",https://cdn.bulbagarden.net/upload/thumb/7/7f/150Mewtwo-Mega_X.png/110px-150Mewtwo-Mega_X.png,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,"['Pressure (Mewtwo)', 'Unnerve (Hidden Ability)', 'Steadfast (Mega Mewtwo X)', 'Insomnia (Mega Mewtwo Y)']",
#181,Ampharos-Mega,Denryu,Light Pokémon,"['HP: 90', 'Attack: 95', 'Defense: 105', 'Sp.Atk: 165', 'Sp.Def: 110', 'Speed: 45', 'Total: 610']",Electric/Dragon,"['Flying 0.5x', 'Grass 0.5x', 'Electric 0.25x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Ground 2x', 'Dragon 2x', 'Fairy 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a2/181Ampharos-Mega.png/110px-181Ampharos-Mega.png,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,"['Static (Ampharos)', 'Plus (Hidden Ability)', 'Mold Breaker (Mega Ampharos)']",
#212,Scizor-Mega,Hassam,Pincer Pokémon,"['HP: 70', 'Attack: 150', 'Defense: 140', 'Sp.Atk: 65', 'Sp.Def: 100', 'Speed: 75', 'Total: 600']",Bug/Steel,"['Normal 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']",['Fire 4x'],https://cdn.bulbagarden.net/upload/thumb/8/80/212Scizor-Mega.png/110px-212Scizor-Mega.png,It swings its eye-patterned pincers up to scare its foes. This makes it look like it has three heads.,"['Swarm or Technician (Scizor)', 'Light Metal (Hidden Ability)', 'Technician (Mega Scizor)']",
#214,Heracross-Mega,Heracros,Single Horn Pokémon,"['HP: 80', 'Attack: 185', 'Defense: 115', 'Sp.Atk: 40', 'Sp.Def: 105', 'Speed: 75', 'Total: 600']",Bug/Fighting,"['Ground 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Dark 0.5x']","['Flying 4x', 'Fairy 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/d/da/214Heracross-Mega.png/110px-214Heracross-Mega.png,This powerful Pokémon thrusts its prized horn under its enemies' bellies then lifts and throws them.,"['Swarm or Guts (Heracross)', 'Moxie (Hidden Ability)', 'Skill Link (Mega Heracross)']",
#248,Tyranitar-Mega,Bangiras,Armor Pokémon,"['HP: 100', 'Attack: 164', 'Defense: 150', 'Sp.Atk: 95', 'Sp.Def: 120', 'Speed: 71', 'Total: 700']",Rock/Dark,"['Normal 0.5x', 'Flying 0.5x', 'Poison 0.5x', 'Ghost 0.5x', 'Fire 0.5x', 'Dark 0.5x']","['Ground 2x', 'Fighting 4x', 'Bug 2x', 'Grass 2x', 'Fairy 2x', 'Steel 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/0/0d/248Tyranitar-Mega.png/110px-248Tyranitar-Mega.png,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.","['Sand Stream (Tyranitar)', 'Unnerve (Hidden Ability)', 'Sand Stream (Mega Tyranitar)']",
#257,Blaziken-Mega,Bursyamo,Blaze Pokémon,"['HP: 80', 'Attack: 160', 'Defense: 80', 'Sp.Atk: 130', 'Sp.Def: 80', 'Speed: 100', 'Total: 630']",Fire/Fighting,"['Bug 0.25x', 'Grass 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Flying 2x', 'Ground 2x', 'Psychic 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/f/fa/257Blaziken-Mega.png/110px-257Blaziken-Mega.png,"In battle, Blaziken blows out intense flames from its wrists and attacks the foe courageously. The stronger the foes, the more intensely this Pokémon's wrists burn.","['Blaze (Blaziken)', 'Speed Boost (Hidden Ability)', 'Speed Boost (Mega Blaziken)']",
#282,Gardevoir-Mega,Sirnight,Embrace Pokémon,"['HP: 68', 'Attack: 85', 'Defense: 65', 'Sp.Atk: 165', 'Sp.Def: 135', 'Speed: 100', 'Total: 618']",Psychic/Fairy,"['Fighting 0.25x', 'Psychic 0.5x']","['Poison 2x', 'Ghost 2x', 'Steel 2x']",https://cdn.bulbagarden.net/upload/thumb/2/20/282Gardevoir-Mega.png/110px-282Gardevoir-Mega.png,"Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power.","['Synchronize or Trace (Gardevoir)', 'Telepathy (Hidden Ability)', 'Pixilate (Mega Gardevoir)']",
#303,Mawile-Mega,Kucheat,Deceiver Pokémon,"['HP: 50', 'Attack: 105', 'Defense: 125', 'Sp.Atk: 55', 'Sp.Def: 95', 'Speed: 50', 'Total: 480']",Steel/Fairy,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Ground 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/8/86/303Mawile-Mega.png/110px-303Mawile-Mega.png,"Mawile's huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, Mawile chomps it with its gaping jaws.","['Hyper Cutter or Intimidate (Mawile)', 'Sheer Force (Hidden Ability)', 'Huge Power (Mega Mawile)']",
#306,Aggron-Mega,Bossgodora,Iron Armor Pokémon,"['HP: 70', 'Attack: 140', 'Defense: 230', 'Sp.Atk: 60', 'Sp.Def: 80', 'Speed: 50', 'Total: 630']",Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/1/10/306Aggron-Mega.png/110px-306Aggron-Mega.png,Aggron claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This Pokémon vigilantly patrols its territory at all times.,"['Sturdy or Rock Head (Aggron)', 'Heavy Metal (Hidden Ability)', 'Filter (Mega Aggron)']",
#308,Medicham-Mega,Charem,Meditate Pokémon,"['HP: 60', 'Attack: 100', 'Defense: 85', 'Sp.Atk: 80', 'Sp.Def: 85', 'Speed: 100', 'Total: 510']",Fighting/Psychic,"['Rock 0.5x', 'Fighting 0.5x']","['Flying 2x', 'Fairy 2x', 'Ghost 2x']",https://cdn.bulbagarden.net/upload/thumb/c/cd/308Medicham-Mega.png/110px-308Medicham-Mega.png,"It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains.","['Pure Power (Medicham)', 'Telepathy (Hidden Ability)', 'Pure Power (Mega Medicham)']",
#310,Manectric-Mega,Livolt,Discharge Pokémon,"['HP: 70', 'Attack: 75', 'Defense: 80', 'Sp.Atk: 135', 'Sp.Def: 80', 'Speed: 135', 'Total: 575']",Electric,"['Flying 0.5x', 'Electric 0.5x', 'Steel 0.5x']",['Ground 2x'],https://cdn.bulbagarden.net/upload/thumb/b/bc/310Manectric-Mega.png/110px-310Manectric-Mega.png,"Manectric is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this Pokémon creates thunderclouds.","['Static or Lightning Rod (Manectric)', 'Minus (Hidden Ability)', 'Intimidate (Mega Manectric)']",
#354,Banette-Mega,Juppeta,Marionette Pokémon,"['HP: 64', 'Attack: 165', 'Defense: 75', 'Sp.Atk: 93', 'Sp.Def: 83', 'Speed: 75', 'Total: 555']",Ghost,"['Poison 0.5x', 'Bug 0.5x']","['Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a3/354Banette-Mega.png/110px-354Banette-Mega.png,Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away.,"['Insomnia or Frisk (Banette)', 'Cursed Body (Hidden Ability)', 'Prankster (Mega Banette)']",
#359,Absol-Mega,Absol,Disaster Pokémon,"['HP: 65', 'Attack: 150', 'Defense: 60', 'Sp.Atk: 115', 'Sp.Def: 60', 'Speed: 115', 'Total: 565']",Dark,"['Ghost 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f4/359Absol-Mega.png/110px-359Absol-Mega.png,"Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon.","['Pressure or Super Luck (Absol)', 'Justified (Hidden Ability)', 'Magic Bounce (Mega Absol)']",
#445,Garchomp-Mega,Gaburias,Mach Pokémon,"['HP: 108', 'Attack: 170', 'Defense: 115', 'Sp.Atk: 120', 'Sp.Def: 95', 'Speed: 92', 'Total: 700']",Dragon/Ground,"['Poison 0.5x', 'Rock 0.5x', 'Fire 0.5x']","['Dragon 2x', 'Fairy 2x', 'Ice 4x']",https://cdn.bulbagarden.net/upload/thumb/b/b2/445Garchomp-Mega.png/110px-445Garchomp-Mega.png,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","['Sand Veil (Garchomp)', 'Rough Skin (Hidden Ability)', 'Sand Force (Mega Garchomp)']",
#448,Lucario-Mega,Lucario,Aura Pokémon,"['HP: 70', 'Attack: 145', 'Defense: 88', 'Sp.Atk: 140', 'Sp.Def: 70', 'Speed: 112', 'Total: 625']",Fighting/Steel,"['Normal 0.5x', 'Rock 0.25x', 'Dragon 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Steel 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/b/b9/448Lucario-Mega.png/110px-448Lucario-Mega.png,It has the ability to sense the Auras of all things. It understands human speech.,"['Steadfast or Inner Focus (Lucario)', 'Justified (Hidden Ability)', 'Adaptability (Mega Lucario)']",
#460,Abomasnow-Mega,Yukinooh,Frost Tree Pokémon,"['HP: 90', 'Attack: 132', 'Defense: 105', 'Sp.Atk: 132', 'Sp.Def: 105', 'Speed: 30', 'Total: 594']",Grass/Ice,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Rock 2x', 'Fighting 2x', 'Bug 2x', 'Steel 2x', 'Fire 4x']",https://cdn.bulbagarden.net/upload/thumb/d/dc/460Abomasnow-Mega.png/110px-460Abomasnow-Mega.png,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,"['Snow Warning (Abomasnow)', 'Soundproof (Hidden Ability)', 'Snow Warning (Mega Abomasnow)']",
#015,Beedrill-Mega,Spear,Poison Bee Pokémon,"['HP: 65', 'Attack: 150', 'Defense: 40', 'Sp.Atk: 15', 'Sp.Def: 80', 'Speed: 145', 'Total: 495']",Bug/Poison,"['Poison 0.5x', 'Fighting 0.25x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x']","['Flying 2x', 'Rock 2x', 'Psychic 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/7/76/015Beedrill-Mega.png/110px-015Beedrill-Mega.png,Flies at high speed and attacks using its large venomous stingers on its forelegs and tail.,"['Swarm (Beedrill)', 'Sniper (Hidden Ability)', 'Adaptability (Mega Beedrill)']",
#018,Pidgeot-Mega,Pigeot,Bird Pokémon,"['HP: 83', 'Attack: 80', 'Defense: 80', 'Sp.Atk: 135', 'Sp.Def: 80', 'Speed: 121', 'Total: 579']",Normal/Flying,"['Bug 0.5x', 'Grass 0.5x']","['Rock 2x', 'Electric 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/7/71/018Pidgeot-Mega.png/110px-018Pidgeot-Mega.png,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as Magikarp.","['Keen Eye or Tangled Feet (Pidgeot)', 'Big Pecks (Hidden Ability)', 'No Guard (Mega Pidgeot)']",
#080,Slowbro-Mega,Yadoran,Hermit Crab Pokémon,"['HP: 95', 'Attack: 75', 'Defense: 180', 'Sp.Atk: 130', 'Sp.Def: 80', 'Speed: 30', 'Total: 590']",Water/Psychic,"['Fighting 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Bug 2x', 'Grass 2x', 'Electric 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/69/080Slowbro-Mega.png/110px-080Slowbro-Mega.png,The Shellder that is latched onto Slowpoke's tail is said to feed on the host's left over scraps.,"['Oblivious or Own Tempo (Slowbro)', 'Regenerator (Hidden Ability)', 'Shell Armor (Mega Slowbro)']",
#208,Steelix-Mega,Haganeil,Iron Snake Pokémon,"['HP: 75', 'Attack: 125', 'Defense: 230', 'Sp.Atk: 55', 'Sp.Def: 95', 'Speed: 30', 'Total: 610']",Steel/Ground,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.25x', 'Dragon 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/1/1b/208Steelix-Mega.png/110px-208Steelix-Mega.png,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.","['Rock Head or Sturdy (Steelix)', 'Sheer Force (Hidden Ability)', 'Sand Force (Mega Steelix)']",
#254,Sceptile-Mega,Jukain,Forest Pokémon,"['HP: 70', 'Attack: 110', 'Defense: 75', 'Sp.Atk: 145', 'Sp.Def: 85', 'Speed: 145', 'Total: 630']",Grass/Dragon,"['Ground 0.5x', 'Grass 0.25x', 'Water 0.25x']","['Flying 2x', 'Poison 2x', 'Dragon 2x', 'Bug 2x', 'Fairy 2x', 'Ice 4x']",https://cdn.bulbagarden.net/upload/thumb/6/67/254Sceptile-Mega.png/110px-254Sceptile-Mega.png,The leaves growing on Sceptile's body are very sharp edged. This Pokémon is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,"['Overgrow (Sceptile)', 'Unburden (Hidden Ability)', 'Lightning Rod (Mega Sceptile)']",
#260,Swampert-Mega,Laglarge,Mud Fish Pokémon,"['HP: 100', 'Attack: 150', 'Defense: 110', 'Sp.Atk: 95', 'Sp.Def: 110', 'Speed: 70', 'Total: 635']",Water/Ground,"['Poison 0.5x', 'Rock 0.5x', 'Steel 0.5x', 'Fire 0.5x']",['Grass 4x'],https://cdn.bulbagarden.net/upload/thumb/9/98/260Swampert-Mega.png/110px-260Swampert-Mega.png,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.,"['Torrent (Swampert)', 'Damp (Hidden Ability)', 'Swift Swim (Mega Swampert)']",
#302,Sableye-Mega,Yamirami,Darkness Pokémon,"['HP: 50', 'Attack: 85', 'Defense: 125', 'Sp.Atk: 85', 'Sp.Def: 115', 'Speed: 20', 'Total: 480']",Dark/Ghost,['Poison 0.5x'],['Fairy 2x'],https://cdn.bulbagarden.net/upload/thumb/e/e9/302Sableye-Mega.png/110px-302Sableye-Mega.png,"Sableye lead quiet lives deep inside caverns. They are feared, however, because these Pokémon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.","['Keen Eye or Stall (Sableye)', 'Prankster (Hidden Ability)', 'Magic Bounce (Mega Sableye)']",
#319,Sharpedo-Mega,Samehader,Brutal Pokémon,"['HP: 70', 'Attack: 140', 'Defense: 70', 'Sp.Atk: 110', 'Sp.Def: 65', 'Speed: 105', 'Total: 560']",Water/Dark,"['Ghost 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Fighting 2x', 'Bug 2x', 'Grass 2x', 'Electric 2x', 'Fairy 2x']",https://cdn.bulbagarden.net/upload/thumb/3/35/319Sharpedo-Mega.png/110px-319Sharpedo-Mega.png,"Nicknamed ""the bully of the sea,"" Sharpedo is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these Pokémon can thoroughly tear apart a supertanker.","['Rough Skin (Sharpedo)', 'Speed Boost (Hidden Ability)', 'Strong Jaw (Mega Sharpedo)']",
#229,Houndoom-Mega,Hellgar,Dark Pokémon,"['HP: 75', 'Attack: 90', 'Defense: 90', 'Sp.Atk: 140', 'Sp.Def: 90', 'Speed: 115', 'Total: 600']",Dark/Fire,"['Grass 0.5x', 'Ghost 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x', 'Dark 0.5x']","['Ground 2x', 'Rock 2x', 'Fighting 2x', 'Water 2x']",https://cdn.bulbagarden.net/upload/thumb/3/39/229Houndoom-Mega.png/110px-229Houndoom-Mega.png,"If you are burned by the flames it shoots from its mouth, the pain will never go away.","['Early Bird or Flash Fire (Houndoom)', 'Unnerve (Hidden Ability)', 'Solar Power (Mega Houndoom)']",
#323,Camerupt-Mega,Bakuuda,Eruption Pokémon,"['HP: 70', 'Attack: 120', 'Defense: 100', 'Sp.Atk: 145', 'Sp.Def: 105', 'Speed: 20', 'Total: 560']",Fire/Ground,"['Poison 0.5x', 'Bug 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x']","['Ground 2x', 'Water 4x']",https://cdn.bulbagarden.net/upload/thumb/9/96/323Camerupt-Mega.png/110px-323Camerupt-Mega.png,"Camerupt has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this Pokémon's back erupt, spewing the superheated magma.","['Magma Armor or Solid Rock (Camerupt)', 'Anger Point (Hidden Ability)', 'Sheer Force (Mega Camerupt)']",
#334,Altaria-Mega,Tyltalis,Humming Pokémon,"['HP: 75', 'Attack: 110', 'Defense: 110', 'Sp.Atk: 110', 'Sp.Def: 105', 'Speed: 80', 'Total: 590']",Dragon/Fairy,"['Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Dark 0.5x']","['Poison 2x', 'Fairy 2x', 'Steel 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/0/08/334Altaria-Mega.png/110px-334Altaria-Mega.png,"Altaria dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this Pokémon makes its listeners experience dreamy wonderment.","['Natural Cure (Altaria)', 'Cloud Nine (Hidden Ability)', 'Pixilate (Mega Altaria)']",
#362,Glalie-Mega,Onigohri,Face Pokémon,"['HP: 80', 'Attack: 120', 'Defense: 80', 'Sp.Atk: 120', 'Sp.Def: 80', 'Speed: 100', 'Total: 580']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/0/0d/362Glalie-Mega.png/110px-362Glalie-Mega.png,"Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires.","['Inner Focus or Ice Body (Glalie)', 'Moody (Hidden Ability)', 'Refrigerate (Mega Glalie)']",
#373,Salamence-Mega,Bohmander,Dragon Pokémon,"['HP: 95', 'Attack: 145', 'Defense: 130', 'Sp.Atk: 120', 'Sp.Def: 90', 'Speed: 120', 'Total: 700']",Dragon/Flying,"['Fighting 0.5x', 'Bug 0.5x', 'Grass 0.25x', 'Fire 0.5x', 'Water 0.5x']","['Rock 2x', 'Dragon 2x', 'Fairy 2x', 'Ice 4x']",https://cdn.bulbagarden.net/upload/thumb/f/f3/373Salamence-Mega.png/110px-373Salamence-Mega.png,"Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings.","['Intimidate (Salamence)', 'Moxie (Hidden Ability)', 'Aerilate (Mega Salamence)']",
